rsv_id,user_id,isbn,rsv_date,status
8757d7ba-7659-4e5b-8877-bddaee86890b,248000,1569871213,2024-02-09,reserved
dc5d4389-eb5e-409e-af19-6019c8313366,26917,375410538,2024-12-25,disponible
7b6d85d5-40bd-4171-8f83-35193c0dbd4d,256858,966986105,2024-10-02,reserved
36db0757-3474-4805-ac50-d02f169c2677,78688,087113375X,2024-02-12,reserved
4b2907d7-7cc5-46a6-8263-d6bb9faad52a,236955,340767936,2024-11-02,disponible
2fec2b8f-236d-43e6-96a3-d848a2c29f42,16119,743403843,2024-07-28,reserved
72436802-0a76-44ba-af91-3e684bf5d541,152801,60930365,2024-03-07,reserved
a258eb71-44e2-451a-a6ae-b65a48cadcd7,52272,60177586,2024-07-03,disponible
9c535f10-2427-4d8e-b0a0-8c4af7c19345,238469,71416331,2024-12-13,disponible
ad6f1abc-95ea-4d83-909b-0c1de8b5bc9d,139224,375509038,2024-02-24,disponible
63dc910c-5e82-491e-82b7-823ceec2b790,168804,553062042,2024-05-28,disponible
b7e4bdca-99cb-4251-8b3f-d2069718b548,4579,316769487,2024-05-04,disponible
ada0b4c6-85ff-41f0-a341-4a46342c7831,25372,8445071408,2024-04-15,reserved
79dec595-ddaa-4297-9ca6-627674478f51,242686,8445071769,2024-09-21,disponible
945fc65b-4cd3-491a-a45a-9f2334b00a61,233211,8445071777,2024-10-19,disponible
e0702850-c852-42c2-a73d-244317707f98,148868,679429220,2024-05-10,disponible
0c2d5bd6-5fd9-446d-ba78-afaf3599fc96,237710,671867156,2024-10-31,reserved
d00d1922-088d-4b1f-9ae0-5db49e8632bc,263232,312252617,2024-07-30,reserved
ff14d0cf-5232-41f0-b1c2-5106879944da,213622,312261594,2024-02-11,disponible
bdcf4ba0-ade1-49ae-b01b-3a639a1bfdc4,127495,316748641,2024-04-13,reserved
017ab619-556f-4ef8-b794-e1779501230e,45297,316973742,2024-10-30,reserved
b27f1bdf-9f44-42f0-99f0-af708585e3d1,31176,385235941,2024-04-22,reserved
58a73f7c-4bdf-4d5d-9acc-786292a200fc,227532,446677450,2024-09-21,disponible
2052205a-9958-4c10-9aa7-5734201762cc,215998,451166892,2024-04-26,disponible
12ee732b-74c0-4af1-800e-082ef479d7d2,275917,553347594,2024-04-28,disponible
f3ca24b6-6627-4032-888d-afc49e4b2038,275709,671621009,2024-08-19,reserved
854cb335-8a89-4b7c-999b-226d4bbb977c,199480,067976397X,2024-12-22,disponible
da5271e4-4d41-4b97-9e37-da369f6c9dad,14653,684822733,2024-08-22,disponible
0ae55e1b-bb01-46df-ab77-2c88e08c9935,216343,786868716,2024-06-29,reserved
06ded2ed-903f-45ee-b66f-7b69dfcaeac5,204472,8472238822,2024-10-29,reserved
96febcf1-fa4a-4efc-b5da-ce0c36e635a6,48441,671864769,2024-04-17,disponible
6d23451c-e35b-4c77-ba06-7ebf5878cbe8,38075,671521519,2024-11-23,disponible
74034062-14a1-4e41-84a8-44d65d32fb13,197527,440222303,2024-12-09,reserved
cd6fde36-018e-45a2-b226-d58b55be0c8e,88264,312953453,2024-03-17,disponible
5d63b48d-521f-4a93-bba3-024e4015e6bc,34316,446608653,2024-10-29,disponible
b0a9f81c-5dbd-4875-a5ec-67e7fa51a631,40675,446612545,2024-03-06,reserved
0080ea81-b53b-4598-82b1-2e81c02186ed,205721,446612618,2024-06-29,disponible
65cc0e2b-c3f6-4df2-b0b7-1f3efaa8424e,114340,451208080,2024-10-02,reserved
e075b0e4-3335-44d8-8b6a-e792b1d6901a,75387,553584383,2024-11-16,disponible
be53d5e8-90f2-40e7-85a8-205af0aad36b,212400,671027360,2024-07-02,reserved
93bf2a9f-21fc-4341-afc1-b0ce059097e5,109742,812575954,2024-11-02,disponible
c85d49c2-6328-4936-882d-a3d577e89d86,275377,316735736,2024-05-17,disponible
b03aecde-63b1-41ea-8e3c-f5d67a9c0b4b,83675,743439740,2024-07-15,disponible
d07ca503-476f-4cd4-8d9d-68b8cb26ac2e,172574,345372700,2024-05-14,disponible
5b937e2b-704c-4bed-bb63-abb368ce9e15,180788,380619458,2024-02-01,disponible
c8cf355e-d88a-44f7-b144-85009335520a,76684,446325805,2024-05-24,disponible
763f5b64-3fbd-4f83-b9e6-a45cd97e0827,183934,451406923,2024-02-21,disponible
2eee7c60-6dfb-4a62-b51c-2419c538080c,87991,671042858,2024-10-04,disponible
e6c52fc0-f71c-49dd-b887-6f158b5f897a,254329,743249992,2024-01-21,reserved
adc62dd5-ac7b-4db1-914d-580b22e72377,132597,840734530,2024-02-13,disponible
8da8c448-d70f-4fc6-afd3-107c4f530b75,268254,425184226,2024-09-16,disponible
08772b60-cfe4-400c-abb1-fe734f75d6d4,173627,375500766,2024-05-23,reserved
1fdafee6-36af-4652-99d0-55471bea2a79,45053,9724119378,2024-08-16,reserved
c1525961-58cb-4205-ba58-1cbf265f36fb,72771,451205197,2024-05-03,disponible
21facf8a-594a-457e-bf90-615e3c213ee8,206687,60929790,2024-08-11,disponible
f0a2c40a-3e44-4773-adf3-313fe0323e8b,99763,60976845,2024-06-03,reserved
a5cd6af3-cab3-4674-aa3c-f17ec183ccfc,27956,61099325,2024-04-13,reserved
a4622ded-7ad2-4315-884c-da37c22ce7b4,115648,671004573,2024-09-30,reserved
858b723f-fc7a-4db6-b794-c9bb900b73d9,68932,446601640,2024-04-03,reserved
2b224f5f-5e03-4481-9f12-38254d317a18,72175,330484516,2024-07-20,disponible
5bcf2ed6-0d63-4251-b9e4-de89ceb42658,258683,038572179X,2024-02-28,reserved
d00cf7fe-b349-4a58-8416-3934f8422bf1,149358,393020371,2024-04-27,reserved
dac701fc-94fe-4224-8798-24de2cfb2687,10258,1900850303,2024-04-29,reserved
bac10a85-a30d-4ab8-93e9-ec2fedc208fd,179763,1903019699,2024-02-04,reserved
dfc7bd7b-e3c3-48c2-a205-f5e0360b8c84,30733,345425294,2024-01-20,disponible
24e85bd0-fce3-43db-8854-08ee5609ba44,145825,451410319,2024-11-03,reserved
75137328-d43e-43b0-a9b0-c4e5ef558204,77230,553583468,2024-12-04,disponible
57ad113e-13ea-4710-a1e5-469f83ea44a8,5773,8420639133,2024-04-29,reserved
d32271bc-2881-4d5b-b7c1-82450624d5e2,83520,8476409419,2024-09-08,reserved
aa7ed2bb-38b3-4ead-8b0c-4e3b491f6d11,65078,380778556,2024-08-21,reserved
ccfad656-171b-4282-8995-b0200ef74511,130855,451525221,2024-06-05,disponible
5a6e687b-0980-421c-9911-376111a8ca09,250364,2740230,2024-01-31,reserved
26023e94-ae22-4c9d-88c1-ac667c0faafd,277961,385336772,2024-11-11,reserved
2a48c077-3318-46fe-9524-43f8991cdd09,222274,440949424,2024-07-14,disponible
36cd0f92-847b-47eb-93c5-d8d9bdd7f0c7,275479,505524996,2024-10-28,disponible
300b9f2f-8a54-49a0-9527-88939afeff4b,110958,140252800,2024-07-06,reserved
3f6b8cea-aafb-4f1b-8f75-a884bf3e7f6b,14783,451452755,2024-01-10,reserved
477b0fb8-9553-4a89-9eaa-e58ea3a4aafa,161614,812575482,2024-11-18,disponible
eca565e9-7b56-4607-8e55-fbcc2ad2e561,207474,044651747X,2024-02-20,reserved
e8a1200c-a383-4e7d-893b-5b121e3c0968,26715,60801263,2024-03-29,disponible
63afc3b5-197b-43d8-85af-9ade218090e0,219743,61030147,2024-01-07,reserved
be301dce-83df-49cc-bc9e-76e6dc5fe928,26679,140250964,2024-04-02,reserved
86b7787c-8035-40d2-8a1a-e2d253427f40,130563,446527165,2024-12-22,reserved
1295f470-ac07-45da-83ed-0bc1c2b620b6,269957,671461494,2024-05-22,reserved
2d1a9b56-8751-4bdb-98b3-904ec09a376a,25317,385337639,2024-06-18,disponible
a155f3be-3451-41e1-bafd-a8e1ae557573,152380,039575514X,2024-06-24,disponible
0f21ffc8-f2a9-4d1d-8984-9c77091b87df,175732,451206673,2024-05-28,reserved
fa2febda-ea47-4dea-b2c9-1dba51a44da7,187390,330332775,2024-05-08,reserved
c0aa7902-2a3e-40fc-bda8-304fc58e1561,21605,486284735,2024-02-26,reserved
bfa58ee2-6aa9-402c-91bb-deaa844ec778,171494,671021745,2024-12-23,disponible
48cb85ce-e4c8-4dcd-a996-c1ea912427a7,98739,671047612,2024-05-04,disponible
d88bcc40-66e9-4927-8ec7-d2712f3bf3c6,169991,671504282,2024-03-28,disponible
f0611a11-77b3-4045-bafa-1b504669a164,191770,399138684,2024-12-25,disponible
4325c181-01c2-46bf-9132-ac7eeb4fb376,112089,785263292,2024-03-14,disponible
29a3f6eb-8f0c-4337-a7d6-de1689f151a6,23817,830714014,2024-04-05,reserved
d8367b2c-e822-494d-8935-a96a7578c9a8,198421,345354931,2024-09-21,reserved
d5d77059-a160-435e-abde-0455e78aff19,10120,553278223,2024-10-10,reserved
820c3520-09d1-4747-a34d-e11a6b03a416,149656,3150000335,2024-03-23,reserved
62e96e47-d8de-404c-a3f8-de7dc8791a20,202758,3257203659,2024-10-14,disponible
45499399-f6a8-409d-ab68-20706680ca27,5791,3257207522,2024-07-31,disponible
c8fbb31b-24b2-4d65-ae76-e54ce6a37d60,73462,3257208626,2024-09-17,reserved
e0caa524-cd19-4d34-9212-9f116b6dcf9a,225754,3257208634,2024-01-07,disponible
5051c7bb-89d9-4b5c-bfa9-b36d3cf740f2,131100,3257208669,2024-10-27,reserved
2df67e95-fc3a-456d-b34b-6977677d22f8,200230,3257210450,2024-12-11,disponible
e0c0c6cb-d265-4722-b15b-b5b7a81b5a1e,210683,3257212054,2024-09-27,reserved
026138af-757d-4411-8d1e-1a36c5c5e970,102224,3257212429,2024-04-11,disponible
863b0aef-4306-496c-9a3e-025cb4a5985a,58723,3257214154,2024-01-09,reserved
e2c8ed6b-3172-4d7c-b579-e07c835521fa,231840,3257216416,2024-09-29,reserved
9a9a685f-8e0a-4ef1-9913-7631f84d80c9,44722,3257233051,2024-03-23,disponible
a3ae7208-3b2a-4625-ba36-9c4802163c15,3903,342311360X,2024-07-10,reserved
587ea892-569a-46dc-965e-f8bf3c7626c8,250191,3423116714,2024-07-21,disponible
2c7abe57-a6a1-471b-89c4-9822b59c9061,3492,3423241489,2024-03-26,disponible
f1e85a2d-4d59-4651-9b23-509366ffd186,237552,3426605686,2024-02-07,reserved
66a1351b-049c-4aca-91f5-d854783a701c,187816,3453212150,2024-06-14,disponible
4ca5cb65-53ac-4d68-bb72-cac1ba19c219,119171,3462021095,2024-04-16,disponible
cc645a6f-3746-42d3-a33b-c468b1c5c1c0,220322,3492045642,2024-11-15,reserved
f277d5bc-a8c6-40c9-97dd-5ab5f17a8fc5,247148,3498020862,2024-05-17,reserved
8feaa0d6-1c8d-4955-b20f-9568623ed2c2,10766,3499110695,2024-11-29,reserved
93aee396-41fa-4b72-b687-51fbcc301dc8,767,3499151502,2024-09-20,reserved
e2b411d9-76e1-4f27-82ca-8cd3b6d2e914,96816,3518111000,2024-07-06,disponible
a3be223b-6c99-48f3-a750-286cd567b71c,274874,3548254268,2024-06-15,disponible
748d051e-2b25-456b-82c3-cc4e6e0e238e,125186,3570300099,2024-12-03,reserved
efb0f83b-061a-4ef3-bafd-16f45d6bdf00,126434,3596292646,2024-04-28,reserved
f573754c-aa59-4b17-b087-254eec370c74,151290,60977493,2024-04-14,disponible
1b1c449e-115e-4292-a82f-3400eed0e4c6,122708,312872682,2024-08-05,disponible
12b3cba7-a692-42a2-8cc3-54e989e44bfa,208181,316602906,2024-07-23,reserved
39a46ec9-550a-41ff-af45-30fe3485656a,36708,316693006,2024-02-08,disponible
bcd04ae0-60cd-4917-ad14-3f7bbf248d91,98727,345311396,2024-08-17,disponible
b4a3fdcb-d46b-482b-8003-b9a40f561604,63647,345378490,2024-05-23,reserved
1dca1caf-93b2-43c6-97fe-87660ad7ee20,30587,345404793,2024-05-03,reserved
23da76fc-6059-4b97-bbf6-f70dde672fea,168565,345433173,2024-12-26,disponible
78e5a266-da32-4dec-98bd-716939b93a70,5921,375400117,2024-06-17,disponible
2e44511d-7e24-44fa-bcdc-0b422b496a2e,41672,375705856,2024-09-16,reserved
3f070cda-c5ce-4ad0-b60b-a719801b4460,72615,380717018,2024-03-12,reserved
23247efc-34a7-4ccf-be8e-caaa47a99a75,243459,380718332,2024-10-04,reserved
da3099ea-0ea6-48d0-87a0-20e93538cd44,201246,380754509,2024-05-24,disponible
87f852f8-6b71-49be-acb5-b83aeab65f5d,190124,038076654X,2024-05-29,disponible
ab1cd074-e6f0-4581-abdc-2dc70a86a08a,99300,380807866,2024-06-27,disponible
d5a8db7e-cace-4e48-b452-79da05fa26ba,89855,385316895,2024-06-04,disponible
c0d20c7a-df24-4c93-a043-fd64d7f740e9,54638,385497466,2024-05-24,disponible
acc2df26-1346-4b2f-9684-dc269c74cab4,121337,385508042,2024-06-26,disponible
2998c7be-4802-4452-922b-a71635f311ec,219370,385509456,2024-09-08,disponible
944da927-4a4d-4e68-8a60-97307f4028c8,230498,385511612,2024-06-24,disponible
b4f60c1a-6f0b-4673-b160-38e3f56d3341,89429,385730586,2024-06-06,reserved
0145c202-4f55-49d2-bde0-2864c50e7650,212219,425164403,2024-04-04,disponible
a9526f6c-e1b8-4c4b-99c9-39c4e3e4b027,229375,440234964,2024-05-24,disponible
0535fca8-a93c-4a67-b900-9e301a37dae7,269484,446605484,2024-02-13,reserved
fefc47bc-bebf-49e9-9619-b50e216aea40,243624,446610399,2024-01-19,disponible
e203cf14-476a-43a3-b999-0ef0a4faf92d,267223,449006522,2024-01-12,disponible
82558132-b193-4b28-906c-6af76cbbe648,62948,449911004,2024-09-20,reserved
417a32be-a039-44bf-a673-555c4ee42850,272289,451162072,2024-03-28,disponible
6e97721b-4ba2-46fa-b72b-74e834341de4,138707,451186648,2024-09-28,disponible
f24cd916-b190-4479-a250-d91704b368b0,103040,452282152,2024-08-07,disponible
02caa308-d4a3-4d02-af9e-11ea46d04b92,45547,051513290X,2024-05-14,disponible
f5836b82-725d-41bf-a699-66b0f95a2f4f,103608,553580388,2024-04-27,reserved
6d0e923a-844f-4f42-acaf-28e2743b2254,55232,590598848,2024-02-13,reserved
45323b4e-454d-4b91-bc8a-b97b6f6b3656,38139,590629719,2024-05-09,disponible
766cfc57-268c-4f04-860f-e29c5d73cf01,256650,671023616,2024-10-30,reserved
d1490f34-78ed-49d8-b1ec-354a32f84ab9,52193,671027387,2024-08-25,disponible
f872fdeb-7fc1-4379-b1ea-aa5df675c9b9,101864,684848783,2024-06-29,reserved
cb0a5ee0-5dfd-4958-a533-bc2e237a7533,24978,743486226,2024-03-26,disponible
86ef37f8-23e0-45d0-abba-c37d9f0a731a,124305,786863986,2024-04-10,disponible
529fb1c4-a3eb-4573-9dd6-438da7781102,90631,803251718,2024-07-02,reserved
dddb67a8-3aa6-4183-b021-f202a89222a5,240914,804117934,2024-09-28,disponible
6ad0bc07-03a9-4b57-83a9-e7ec185454a7,183842,140003180X,2024-10-27,disponible
aaf37c73-508e-4023-85d8-84ab189448fc,194715,155874262X,2024-08-09,disponible
37240b5d-428a-4cbf-bcc1-6299b64f055a,211277,60987103,2024-03-08,disponible
f257faee-a3b5-4048-b338-c8e118af802e,156450,151008116,2024-08-28,disponible
f9e6be4f-96f2-4ae2-9d1a-241dbf1e281b,37666,375704965,2024-06-05,disponible
ae576aaf-5aa9-4444-ae1a-cedd535244b3,183854,525947647,2024-05-06,reserved
d13b653b-91fe-4c79-8ce8-bd2f68072d8e,147581,804111359,2024-07-01,disponible
f6ac08c8-a9ba-47b7-8cb8-04245288edae,245313,1558744150,2024-04-20,reserved
77d086fa-4ce6-4dd1-bd76-97b55f734ea6,96720,435272683,2024-10-21,disponible
e7332069-5809-4647-b5a4-e219be1d7181,173656,316782505,2024-08-30,disponible
43442c19-118a-4a46-a91e-393f82ed5afb,239185,006102063X,2024-08-29,disponible
97f80550-6667-4bd5-9af9-2a07bd3335bb,178683,60013117,2024-09-06,reserved
6d1f6cbc-2037-42d9-b803-ee36ecbc50dc,182695,60199563,2024-07-01,reserved
c6763ef7-5743-425c-8dde-8991fbccb28e,189599,006052779X,2024-02-15,disponible
ff13b002-5323-4592-97b0-fbcdca410dd1,234174,60563079,2024-11-11,reserved
242d33d3-2e44-4ad6-9097-56739e5e3cb3,253435,60809027,2024-11-03,reserved
55bcdd85-188a-4e85-8a88-843c3c92131c,76265,61040967,2024-09-17,reserved
148ad0a9-7551-4082-be69-9adbd9c9c79b,102033,61050474,2024-10-04,reserved
f1909690-3423-466d-a41c-fb47f09fcb3f,133352,61052515,2024-08-26,reserved
2e3a05b1-646a-4f7a-80d2-d6c77e66e625,56772,61052523,2024-11-22,reserved
8cd77619-eaea-4ed8-868e-552b201b0e79,212678,64472264,2024-03-24,disponible
b6f7c6b4-45da-4c61-bed1-f3839b35db70,203445,140620664,2024-12-15,disponible
20b96713-0978-4288-8020-c59eea413c0d,83874,312148267,2024-05-26,disponible
3d59e02c-9644-4555-9df3-6c73c7c9728a,134580,312156960,2024-08-31,reserved
e52bb2d7-b632-4f34-bec0-303a4776026b,20690,312890044,2024-01-25,disponible
21ebc527-eaa1-4014-ac70-7aa6bf8c3740,225877,034543191X,2024-09-10,disponible
9f4759c3-1917-461a-8171-5564a9b948d8,96002,373836023,2024-08-06,reserved
95d4e26d-aa60-494c-baea-40221a0fe6ad,73037,375751513,2024-02-06,disponible
a645d71a-a5b0-4bfb-a858-28c1a2d99e17,145445,375801677,2024-03-21,disponible
f2e33cc6-b1eb-4814-95a5-e046a2a6b21b,254451,375814248,2024-12-21,disponible
4aea3509-1d09-4cff-bae0-4ee0941a4e6d,101396,375823352,2024-06-11,disponible
27e8a55b-933d-4243-ad12-0215cf2f3cd0,86056,037582345X,2024-07-21,reserved
ff0ce379-e122-497e-a941-3759ed185879,220570,375823468,2024-08-31,disponible
130a5edf-175d-4a2b-b812-abdf978c2fa2,127252,380730448,2024-07-30,reserved
7e97839b-4928-4905-98a0-da3c0e958bf7,206344,380973839,2024-03-06,disponible
77a5b784-975d-4648-95d0-25eb9fb79dc3,119564,385327773,2024-12-06,reserved
349e269f-c838-4256-9848-1255b6f5d7b2,70101,394586239,2024-10-22,reserved
284eba0b-7eb0-42cd-8d52-8d329e0681c6,207279,439510112,2024-05-12,disponible
1624d407-86c9-4879-8523-8b3cccb154fd,6713,440241413,2024-02-29,disponible
20cde7c0-f585-4615-85c5-bbc119b047fc,113167,451409256,2024-11-27,reserved
44de8451-121c-4d91-adcf-2bb4238b5e80,77344,451523415,2024-07-02,reserved
55589c8b-5f91-47a0-a0dc-9c06832360d4,233958,451526279,2024-07-21,reserved
9eec980f-e60a-408b-8153-b470dda883f9,216808,451526341,2024-03-14,disponible
c4ab3903-1ac6-47aa-8672-47df72945f2f,20596,486415864,2024-11-20,disponible
0a342fc2-57c2-44a0-a906-0ba7bd2ae1fb,133816,553280589,2024-11-28,reserved
a0034fc3-ce38-4012-af83-426cad46b0da,144665,571197639,2024-01-13,disponible
fd7020fb-791c-4d77-9ada-9383e9d932f8,200459,670035262,2024-06-30,reserved
3ab63a04-a439-48e5-bbb5-96ed309c8538,250607,679423079,2024-07-25,reserved
5b902c2a-aaf1-432e-9dc9-5839cb431faa,84307,679751343,2024-05-21,reserved
4e955c95-88f4-4476-ba63-d1a6b9e3eb80,189031,684833395,2024-05-14,reserved
a8e8b02e-9666-4728-b15e-112fa53edf72,43126,743245024,2024-08-30,reserved
6c43fb91-2418-4942-9351-b1257ac7f9d0,254297,749748001,2024-03-10,reserved
2543f6d5-db0f-4ced-8d58-9ecfe8ea5994,243787,749748028,2024-07-22,disponible
dfb1b275-7e3d-427c-8f31-635fb92957ae,171893,963094424,2024-07-22,reserved
a45db75b-b74c-491d-b10c-7bc653670d96,21699,1401201172,2024-07-10,reserved
4cfbed92-a321-4351-9f9b-5a107a40297c,179726,1563892278,2024-07-31,reserved
a7e87bc5-e4d0-4248-9cd6-8e85aa22df3a,240072,1563898586,2024-05-21,reserved
cf796a36-13ab-45a1-9a79-b2f789149133,52161,156971620X,2024-10-11,disponible
cd894e54-4216-42f7-b8b4-558663cbde2d,106567,1592571301,2024-11-17,reserved
d8544ac3-2109-454b-be9a-3dbe24f92d8f,7698,374270325,2024-05-17,disponible
2220877f-b001-438d-9ddd-9a9e332df825,137971,375719180,2024-03-04,reserved
95160c92-5d33-4ad9-8e11-b7e35b62013c,83296,440235502,2024-06-14,reserved
b9cd07b6-5e60-4184-8cc7-1c3e2dca5381,204909,044023722X,2024-11-14,reserved
8088c52c-743a-49c5-ba5e-5b6be67212f8,4676,1573225487,2024-01-27,reserved
